Age,AnnualIncome,TotalSpend,YearsAsCustomer,NumOfPurchases,AvgTransactionAmount,NumOfReturns,NumOfSupportQueries,SatisfactionScore,LastPurchaseDaysAgo,EmailOptIn,Churn,Gender_Female,Gender_Male,Gender_Other,PromotionResponse_Ignored,PromotionResponse_Responded,PromotionResponse_Unsubscribed
20,151.21,1499.01,3,46,329.31,5,1,3,280,False,True,0.0,1.0,0.0,0.0,1.0,0.0
18,58.28,6937.47,16,86,177.24,3,1,2,232,True,False,0.0,1.0,0.0,0.0,1.0,0.0
54,102.94,3713.93,16,36,133.68,8,0,1,360,False,True,0.0,0.0,1.0,0.0,0.0,1.0
40,105.35,6235.74,19,84,414.02,0,3,2,287,True,True,1.0,0.0,0.0,0.0,0.0,1.0
21,164.87,7501.01,13,86,176.88,5,4,4,187,False,False,0.0,1.0,0.0,0.0,0.0,1.0
40,81.6,7016.44,5,76,131.72,8,0,1,338,False,True,1.0,0.0,0.0,0.0,1.0,0.0
35,179.68,5978.92,1,84,116.9,8,0,4,327,True,True,0.0,1.0,0.0,0.0,1.0,0.0
56,49.17,9059.51,18,32,54.42,9,2,1,130,True,False,1.0,0.0,0.0,1.0,0.0,0.0
54,154.77,317.98,17,69,416.14,4,2,5,311,False,True,0.0,1.0,0.0,1.0,0.0,0.0
18,144.94,8398.45,3,44,101.25,8,2,3,21,False,False,0.0,0.0,1.0,0.0,0.0,1.0
54,69.2,1591.0,11,92,18.57,7,4,4,101,True,True,0.0,0.0,1.0,0.0,0.0,1.0
61,108.3,9193.41,7,80,440.54,5,1,3,161,False,True,1.0,0.0,0.0,1.0,0.0,0.0
30,28.25,1705.49,2,3,484.09,0,4,5,265,False,True,0.0,0.0,1.0,0.0,1.0,0.0
35,46.18,2276.06,1,28,30.38,2,1,1,317,True,True,0.0,0.0,1.0,0.0,0.0,1.0
69,163.98,8355.95,4,49,348.95,1,2,2,294,False,False,0.0,1.0,0.0,1.0,0.0,0.0
42,37.61,4247.04,10,13,89.61,0,4,1,199,False,False,1.0,0.0,0.0,0.0,1.0,0.0
20,46.39,7177.83,4,67,315.85,7,3,3,15,True,True,0.0,0.0,1.0,0.0,0.0,1.0
51,165.1,1693.01,11,31,248.53,7,1,2,349,False,False,0.0,1.0,0.0,0.0,0.0,1.0
64,183.42,7218.86,18,54,111.45,1,2,5,303,False,True,0.0,1.0,0.0,0.0,0.0,1.0
39,27.64,2549.83,14,12,61.78,2,4,2,360,True,False,0.0,0.0,1.0,1.0,0.0,0.0
32,140.38,236.98,1,30,451.17,5,3,2,327,True,False,1.0,0.0,0.0,0.0,1.0,0.0
63,45.28,1078.57,7,73,58.6,3,0,2,348,True,False,0.0,0.0,1.0,0.0,1.0,0.0
37,158.79,7895.92,3,85,244.22,1,1,3,74,False,True,0.0,0.0,1.0,1.0,0.0,0.0
59,61.51,7958.14,18,76,32.02,7,1,4,290,False,True,0.0,1.0,0.0,0.0,0.0,1.0
63,151.13,853.84,3,44,440.36,5,2,1,204,True,True,0.0,1.0,0.0,1.0,0.0,0.0
45,77.73,3357.26,16,14,47.17,9,0,5,341,False,True,0.0,1.0,0.0,0.0,0.0,1.0
45,160.05,7339.8,9,91,86.7,7,4,2,334,False,False,0.0,0.0,1.0,0.0,1.0,0.0
30,20.01,4115.78,8,25,38.82,2,4,2,215,True,False,1.0,0.0,0.0,0.0,1.0,0.0
51,37.78,712.26,1,98,312.37,8,3,2,193,False,False,0.0,1.0,0.0,1.0,0.0,0.0
18,21.67,3005.77,4,61,290.2,1,3,3,83,True,True,0.0,0.0,1.0,0.0,0.0,1.0
61,57.77,2553.6,19,94,311.67,6,4,5,326,False,False,1.0,0.0,0.0,0.0,0.0,1.0
42,189.7,6678.46,7,23,334.54,0,1,5,295,False,False,0.0,0.0,1.0,1.0,0.0,0.0
39,76.06,7087.23,18,86,386.73,4,0,4,145,True,False,0.0,1.0,0.0,0.0,0.0,1.0
41,117.21,3681.83,14,87,309.19,2,3,2,147,False,False,0.0,1.0,0.0,1.0,0.0,0.0
46,157.37,9288.21,16,3,480.58,8,3,1,353,True,False,1.0,0.0,0.0,0.0,1.0,0.0
22,26.6,8889.86,9,7,490.18,4,0,2,240,False,False,0.0,0.0,1.0,0.0,1.0,0.0
38,180.34,2143.09,4,61,460.63,4,3,2,338,False,True,0.0,0.0,1.0,0.0,0.0,1.0
36,187.23,1017.58,6,4,218.86,5,0,3,348,False,False,1.0,0.0,0.0,0.0,0.0,1.0
58,100.42,8528.1,4,26,117.83,8,1,3,341,True,False,1.0,0.0,0.0,1.0,0.0,0.0
69,146.61,4671.4,7,16,30.23,6,0,3,34,True,True,0.0,1.0,0.0,0.0,0.0,1.0
60,24.53,5357.93,4,19,429.09,2,1,4,259,True,True,0.0,0.0,1.0,0.0,1.0,0.0
34,168.62,510.22,17,7,411.83,2,1,1,225,False,True,0.0,0.0,1.0,0.0,0.0,1.0
64,131.81,8984.59,5,72,298.9,1,1,2,323,True,True,0.0,0.0,1.0,0.0,1.0,0.0
34,87.61,5086.6,9,48,232.21,8,0,3,119,False,True,0.0,1.0,0.0,0.0,1.0,0.0
19,86.83,9750.39,9,41,191.99,3,1,4,307,False,True,0.0,0.0,1.0,0.0,1.0,0.0
59,77.25,7528.4,6,30,381.68,8,2,2,162,False,True,1.0,0.0,0.0,1.0,0.0,0.0
27,30.76,9864.66,19,27,396.37,5,3,1,28,False,True,1.0,0.0,0.0,1.0,0.0,0.0
30,123.04,3252.87,13,40,180.63,7,2,4,302,False,True,0.0,1.0,0.0,0.0,1.0,0.0
40,186.86,4585.8,3,64,119.58,9,2,5,50,True,False,0.0,1.0,0.0,0.0,1.0,0.0
39,38.2,2714.84,12,82,41.71,8,4,1,266,True,False,0.0,0.0,1.0,1.0,0.0,0.0
